pool_id,pool_name.name,pool_name.ticker,pool_name.description,active_stake,live_stake,pledged,live_pledge,blocks.epoch,delegators,epochs.0.no,epochs.0.data.epoch_stake,epochs.0.data.delegators,epochs.0.data.block.minted,epochs.0.data.reward.member_lovelace,epochs.0.data.reward.leader_lovelace,pool_update.active.margin,pool_update.active.fixed_cost,pool_update.active.pledge,saturation,f_reward_ada_a0_0.3,f_reward_ada_a0_0.303,f_reward_ada_a0_0.33
pool100wj94uzf54vup2hdzk0afng4dhjaqggt7j434mtgm8v2gfvfgp,,,,4419361614,,0,,0,2,644,4419361614,2,0,0,0,0,340000000,4000000000,,1.3125293360,1.3095074151,1.2829235997
pool102s2nqtea2hf5q0s4amj0evysmfnhrn4apyyhd4azcmsclzm96m,YuliPool,YULI,Yulius Pool,6712196804,,1497271996,,0,4,644,6712196804,4,0,0,0,0.005,340000000,1000000,,1.9934965036,1.9889068083,1.9485312941
pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,888POOL.IO,888,A Cardano Stake Pool For Everyone,1268558683840,,53374407057,,3,108,644,1268558683840,108,3,683857007,200113477,0,170000000,50000000000,,376.8299224801,375.9630613474,368.3372904808
pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,ROMER,ROMER,ROMER ROKXS,1764031096207,,93160970503,,0,899,644,1764031096207,899,0,0,0,0.01,340000000,50000000000,,524.0871760393,522.8823157217,512.2831685677
pool103455uc7a3477q8pdmzvny884qtlv9vhm2csxvqx2cadwuk36sq,Garden Pool Two,EDEN,Grow your wealth with the highest pledged pools on the network!,58465669811509,,1094142715,,63,1631,644,58465669811509,1631,63,18037464720,522537017,0.01,340000000,1000000000,,17364.0732764935,17324.0953301275,16972.4096365324
pool1043kkcc2uwmdf76wg6jy80tkgwztzprep2rakyypmwc4637c2xe,Binance Staking - 75,BNP,Binance Staking,24668670882,,17639298,,0,5,644,24668670882,5,0,0,0,0.06,345000000,2000000,,7.3264674102,7.3095991096,7.1612087957
pool104avq7309gjm0fxms69yqusxy8zf888k4mamngg5vnc6vculpzq,Nu.Fi & AdaLite B,NUFIB,Nu.Fi & AdaLite B,24594658611330,,1004645511,,30,3812,644,24594658611330,3812,30,8242809121,595280592,0.03,340000000,1000000000,,7304.5140469275,7287.6965695707,7139.7533477103
pool104gtn3hvp9lz5l6wevhjj98e45s7rfaa4zzvk9pex7nn786qncr,Pilot Pool 2,PILOT,325K Pledge. 0% Margin. Mission Driven Pool donating 10% of all fees to the Multiple Sclerosis (MS) International Federation,14870603710077,,325050000000,,14,1493,644,14870603710077,1493,14,3708581869,420942914,0,340000000,325000000000,,4421.9488861671,4411.8223272218,4322.7390643197
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,ADASTATS StakePool,ADASC,"Our Mission is to provide comprehensive on-chain metrics for Cardano, giving you the information you need to make informed decisions about your investments.",1182230365966,,105494080424,,0,14,644,1182230365966,14,0,0,0,0,340000000,100000000000,,351.2470047942,350.4396053804,343.3369188079
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,adaseal.eu,SEAL,"Community pool - Dedicated HA cluster, server room, 0% margin. 10% of profits donated to seal sanctuaries and zoos.",1895162283236,,100377502775,,2,129,644,1895162283236,129,2,397161217,192175401,0,170000000,60000000000,,563.0606644861,561.7663538541,550.3803129563
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,,,70016947134638,,0,,64,8,644,70016947134638,8,64,17588806511,1265726658,0.05,340000000,0,,20794.6690281677,20746.7918162840,20325.6163433219
pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe,eToro Pool 16,ETO16,"eToro is the world’s leading social trading platform, which offers both investing in stocks and cryptocurrencies, as well as trading CFD with different underlying assets.",0,,0,,0,0,644,0,0,0,0,0,1,340000000,0,,0.0000000000,0.0000000000,0.0000000000
pool105y08fgl97g255q7v9nk0x7aqyxaqcluve2jxhgwemkaxkeyd82,,,,0,,0,,0,0,644,0,0,0,0,0,0.03,345000000,2000000000,,0.0000000000,0.0000000000,0.0000000000
pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am,,,,90188364,,0,,0,5,644,90188364,5,0,0,0,0.06,345000000,0,,0.0267854749,0.0267238046,0.0261812912
pool106l8sgu50wpw3nmqkmhlgzl5cctw428ruem2rpwjklg46nprex0,,,,502365742,,502365742,,0,1,644,502365742,1,0,0,0,0.025,345000000,100000000,,0.1492000118,0.1488564968,0.1458345980
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VoltPool,VOLT,Delegate to dRep ID drep13kczm9gva59uzucm3tdej4jgyjlj2lcj7wverypfk8r2sqkq5mj to retrieve rewards.,4183332400362,,2683517769,,3,1078,644,4183332400362,1078,3,543460327,340348544,0,340000000,1000000000,,1242.4408522935,1239.5804110504,1214.4171309424
pool106sjgd9m4shsvtc9ruk7femgndknefmct6eedskww37pzv8hz9n,,,,60886841633738,,1912562755,,57,2,644,60886841633738,2,57,16123151536,669173568,0.03,170000000,100000000,,18083.2090231469,18041.5759553798,17675.3301712629
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,🟣 Spectrum Finance | LBSP x2.25,lSPF0,Liquidity Bootstrapping Stake Pool which accept ADA from LBSP labeled liquidity pools. Rewarding 0.0135 SPF per delegated ADA per epoch.,7440989980390,,159626707727,,7,19,644,7440989980390,19,7,0,2062217756,1,340000000,400000000,,2211.2738877651,2206.1960518685,2161.5263676650
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,CCJ5,CCJ5,CARDANO CLUB JAPANプール5 安心の低手数料設定,228950904531,,10005433537,,1,6,644,228950904531,6,1,113406839,181206135,0.048,170000000,10000000000,,67.9997454268,67.8432093537,66.4661626954
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,Smile Rose Pool,SRP,SRP has been operated since 2021! ぜひ委任お願いします。,349059504194,,92039001970,,0,3,644,349059504194,3,0,0,0,0.01,340000000,50000000000,,103.6960869553,103.4576109247,101.3597390765
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,Cardano World,WORLD,Building a high-security Cardano stake pool and would like to help decentralize Cardano.,25216220127326,,10161909195,,28,39,644,25216220127326,39,28,7668307377,580585329,0.01,500000000,1080000000,,7489.3805953853,7472.1401391413,7320.4759751904
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,Best Pool Ever: 0.00% Fee & Maximum Rewards,BPE,"The Best Cardano Staking Pool: Stake your Ada at 0.00% fee and Maximum Rewards. Stake with Confidence, Gift Water, Save Lives, Everyone Wins!",421298335901,,6053141439,,0,49,644,421298335901,49,0,0,0,0,170000000,1000000,,125.1263028074,124.8382434423,122.3041873730
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AzureADA,AZUR,OFFICIAL SUNDAESWAP SCOOPER! We are run by a team of multiple Azure professionals and developers and consistently are top 1%-7% performers on Daedalus|adapools|poolrank|pooltool. Globally distributed enterprise infrastructure on Microsoft Azure.,45107923532674,,1348828804205,,35,4229,644,45107923532674,4229,35,9498499385,832422496,0.02,340000000,500000000000,,13465.8675285628,13435.5528956784,13168.8752981244
pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,n/a,N/A,n/a,59250169612026,,62076302338,,63,2,644,59250169612026,2,63,17654805121,905125973,0.03,340000000,0,,17601.2180283184,17560.7355131476,17204.6111315697
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,,,386060336469,,3562115547,,0,554,644,386060336469,554,0,0,0,0.02,340000000,2000000000,,114.6594773301,114.3955033662,112.0733263901
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,Larissa.Health,BIRTH,Our mission is to improve the environment for midwifery to reduce mortality related to pregnancy,273183412202,,106922142,,0,117,644,273183412202,117,0,0,0,1,170000000,100000000,,81.1340857130,80.9472846225,79.3039968339
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,Esquire Stake Pool,ESQ,Bridging Dreams and Reality,2211906006,,2142939953,,0,2,644,2211906006,2,0,0,0,0.03,340000000,2000000000,,0.6569247461,0.6554122580,0.6421069113
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,kiln,KILN4,Enterprise-grade staking made easy,79971298819684,,4880056634,,96,29,644,79971298819684,29,96,25948483453,1707390586,0.05,340000000,100000000,,23025.8222524399,22972.8124179912,22506.4853029156
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,ADAForgeServices,ADAFS,A reliable and profitable stake pool for ADA,100797210,,2641293,,0,1,644,100797210,1,0,0,0,0.04,345000000,10000000000,,0.0299362473,0.0298673227,0.0292609936
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,Friends4ADA,F4ADA,"Friendly-fee. Great rewards. We make a difference with our own servers, solar panels, and donations to charity.",11480352787575,,300050979323,,26,355,644,11480352787575,355,26,7321686208,346682193,0,170000000,300000000000,,3413.4756927525,3405.6551948829,3336.8583339252
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,Chile_Stake_po,CHIL,Safe delegation of your Ada / Delega seguro tu Ada,11309160587532,,37477294161,,16,1122,644,11309160587532,1122,16,4218367725,480616433,0.029,340000000,35000000000,,3359.2475701915,3351.5181546553,3283.5225442992
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,miPool,MPL,miPool（マイプール）は、暗号通貨マイニングのプロフェッショナルチームとして、2016年からスタートし、アジアを中心に主要>暗号通貨のマイニングとブロックチェーンの基盤技術開発を行って来ました。これまでに POW 、POS系ステーキングの グなどに多くの実績とノウハウを蓄積して参りました。,39460040,,38297271,,0,1,644,39460040,1,0,0,0,1,345000000,30000000,,0.0117194266,0.0116924441,0.0114550787
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,Super Actuarial Stake Pools,SACT,"Stake delegation got you down? Try BLASTING your stake with DELICIOUS ACTUARIAL QUANTUM LASERS! We promise actuarial power greater than 9,001 units, 24/7/365",291472771,,101008551,,0,2,644,291472771,2,0,0,0,0.03,340000000,100000000,,0.0865659187,0.0863666113,0.0846133061
pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct,,,,3072467418,,1831463,,0,5,644,3072467418,5,0,0,0,0,340000000,30000000000,,0.9125068448,0.9104059081,0.8919239842
pool10fsg5ykzcjuzq5fzm9vj6d3yd0jjqgg6qnza6u8wtq0677vam2t,,,,97023027,,97023027,,0,1,644,97023027,1,0,0,0,0.02,340000000,0,,0.0288153342,0.0287489904,0.0281653643
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,GranADA Pool,GRANA,A Swiss stake pool hosted on private servers powered by renewable energy and operated by committed builders. We contribute to Cardano's growth and to meaningful sustainability programs. Your stake decentralizes Cardano while making real-world impact!,4262012487617,,35562995523,,6,361,644,4262012487617,361,6,1412916893,351902059,0,340000000,30000000000,,1265.9683523932,1263.0553374783,1237.4295671741
pool10gtnlhevam52ynwuzua7dqgv7vje4q87q25dzzfrjgw3wwjk2xw,STKCH,STKCH,Stake Pool in Geneve-Swiss,597470252,,173993722,,0,3,644,597470252,3,0,0,0,0,170000000,100000000,,0.1774456411,0.1770370948,0.1734431161
pool10h9j9hazmtszyfyty7e6vj3usr6v0jdzvraqcxxs27rtqp7hsgc,,,,0,,0,,0,0,644,0,0,0,0,0,0.01,340000000,1000000000,,0.0000000000,0.0000000000,0.0000000000
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,Cardanoscan Pool 1,CSN1,Cardano Blockchain Explorer,13562150580139,,23328311214,,17,585,644,13562150580139,585,17,4572497883,436124155,0.0189,340000000,20000000000,,4028.2512476913,4018.9803085880,3937.4239270027
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,Dos Stake Pool,DOS,Staking simplicity with 0% variable fee,23038755606,,1557175541,,0,14,644,23038755606,14,0,0,0,0,170000000,1000000000,,6.8424289970,6.8266755149,6.6880922510
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,Earn Stakepool,EARN,MAXIMIZE YOUR RETURN!,7104483057688,,106108193574,,8,65,644,7104483057688,65,8,1888187964,469528727,0.05,340000000,100000000000,,2110.8491027684,2105.9976541467,2063.3194970991
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,ChainCrucial.io,CCIO,"Security, Decentralization, Innovation",16350180704,,1022172676,,0,7,644,16350180704,7,0,0,0,0.01,340000000,410000000000,,4.8559366119,4.8447565845,4.7464059672
pool10ldeq0mccp8t4gfmvfkwmfcvh2pvz44hj2hmewfpk9udjxug58y,Stake Pool Bread,BREAD,"I am a Cardano Girl from Japan. As an SPO, I am dedicated to supporting Cardano with all my effort.",215231051864,,619058768,,0,13,644,215231051864,13,0,0,0,0,170000000,100000000,,63.9226553273,63.7754826634,62.4808058457
pool10le7rwlfg3t9646gm09jp05qg5kqvq3gvut4q2yaeu2ujncnh7w,,,,2854261122,,439569766,,0,22,644,2854261122,22,0,0,0,0.05,340000000,0,,0.8477019235,0.8457502044,0.8285809467
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,,,127062598890,,5020247250,,0,30,644,127062598890,30,0,0,0,0.005,340000000,1200000000000,,37.7376349823,37.6507556648,36.8864789617
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,JORGE,Security. Profitability. Consistency. Telegram: https://t.me/jorgepool,2927773115288,,209406623655,,5,255,644,2927773115288,255,5,1192204753,281870221,0,190000000,200000000000,,870.1894861374,868.1925259532,850.6252822278
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,Dotare,DOTAR,"Enjoy low fees, robust and secure infrastructure, all managed by passionate Plutus Pioneers at Dotare. Delegating to earn staking rewards contributes directly to the security of the Cardano blockchain and supports the inherent value of YOUR Ada!",901698759103,,56818583109,,0,143,644,901698759103,143,0,0,0,0,170000000,5000000000,,267.8550527235,267.2388996949,261.8186061352
pool10n5e9hupkx0fs39fmhzpusdhd25vh6twxyq2n5dncegpkumhuz5,,,,0,,0,,0,0,644,0,0,0,0,0,0.045,340000000,1495000000,,0.0000000000,0.0000000000,0.0000000000
pool10nug2zc80t6tz64awqr0362kfsh6yvje6xz2a6appzhzwe25nc5,,,,0,,0,,0,0,644,0,0,0,0,0,0,340000000,12000000000,,0.0000000000,0.0000000000,0.0000000000
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,,,36120987876,,2000000,,0,59,644,36120987876,59,0,0,0,0.02,340000000,0,,10.7277455588,10.7030462222,10.4857663438
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,Ouros,OUROS,"Ouros is a service provider for the Cardano network, providing a reliable network, supporting education and application development.",6076311463663,,340422257946,,4,101,644,6076311463663,101,4,779643077,398776560,0.0149,340000000,2500000000,,1806.8873708465,1802.7497239639,1766.3508754482
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,Blockchain Better Have My Money 💰,BBHMM,Delegate to BBHMM - Blockchain Better Have My Money 🔐,7036434076718,,551023402420,,9,552,644,7036434076718,552,9,2111645116,545008264,0.01,340000000,550000000000,,2093.9229338231,2089.1432202925,2047.0961163017
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,StandardBlockProducer,SBPIO,A standard block producer,360524775,,5893313,,0,3,644,360524775,3,0,0,0,0.15,345000000,100000000,,0.1070739849,0.1068274600,0.1046587825
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,ADA Labo,RDB,Cardano network consultant,3460141279960,,1439881162,,2,26,644,3460141279960,26,2,246611610,342594814,0.01,340000000,1000000000,,1027.6496818598,1025.2836997874,1004.4701732853
pool10pktmr26fpvrt77j7m5mchqlt0mjmmfvt7ruvdewkcpasp0nzkl,Input Output Global (IOHK) - Private,IOGP,Our mission is to provide economic identity to the billions of people who lack it. IOHK will not use the IOHK ticker.,0,,0,,0,0,644,0,0,0,0,0,1,500000000,64000000000000,,0.0000000000,0.0000000000,0.0000000000
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,,,247210196,,247210196,,0,1,644,247210196,1,0,0,0,0.015,340000000,200000000,,0.0734201421,0.0732511011,0.0717640486
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,,,124124412269,,0,,0,1,644,124124412269,1,0,0,0,0.06,345000000,0,,36.8643046731,36.7794290675,36.0327790038
pool10pxym4rs92lj853juzku38z58d9n59ra55qd2mnm820ljx4c6h9,John Von Neumann Pool,JVNP,In celebration of John Von Neumann.,139818659,,139818659,,0,1,644,139818659,1,0,0,0,0.05,340000000,10000000,,0.0415254143,0.0414298071,0.0405887508
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS JAPAN,KURIS,Fixed fee goes to Florence to support single mom.|エンジニアが運営しているプールです。毎年NPOに寄付していて、今年はフローレンスです。寄付を通じ一緒にカルダノをもりあげられたらうれしいです!,2278562468341,,34747281659,,2,35,644,2278562468341,35,2,245401134,343803235,0,340000000,100000000,,676.8108418629,675.2534610774,661.5531940168
pool10q33p4hx4wqum6thmglw7z5l2vaay4w6m5cdq8fnurw7vjdppcf,Sparkle,SPKL,Sparkle stake pool,38230184169,,8576795501,,0,16,644,38230184169,16,0,0,0,0.01,340000000,1000000000,,11.3544581314,11.3283187806,11.0983711081
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,WAAUS,The WA Pool,2697137476281,,40865975291,,1,306,644,2697137476281,306,1,121764792,172870893,0.008,170000000,30000000000,,801.1606167296,799.3172865603,783.1015249203
pool10qrz84cvz95zg8saf43ruhs5ulczuuqm2d3jn6d8xkkkzgzfje7,,,,112074806511,,88771874447,,0,7,644,112074806511,7,0,0,0,0.015,340000000,44325545672,,33.2880249210,33.2114071169,32.5374008708
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,StakePool Service No.2,SPS2,StakePool Service is a proven pool. ITN track record is TOP10's highest performance. Produce by CoinPiace.,24708911645490,,26172056006,,28,349,644,24708911645490,349,28,7502201811,743418728,0.05,340000000,10000000000,,7339.1608677280,7322.2707464499,7173.6884765597
pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,Kiln,KILN0,Enterprise-grade staking made easy,74073232951482,,4679600928,,74,69,644,74073232951482,69,74,20386219783,1414321884,0.05,340000000,100000000,,21999.7631772363,21949.1153562154,21503.5668555059
pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,Morales Stakepool,MORAL,"A father and son operated stakepool, here to further decentralize the cardano blockchain.",971580862,,137688251,,0,2,644,971580862,2,0,0,0,0,340000000,59000000000,,0.2885545932,0.2878902325,0.2820458559
pool10s8x49tu6wcne63rqv6gmnhwpcg4kg8r4s3ncv6q7uxx76jvlwg,,,,5097623546,,5097623546,,0,1,644,5097623546,1,0,0,0,0,340000000,5000000000,,1.5139676742,1.5104819466,1.4798180276
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,Cardano Thailand,CDNTH,"Thailand based cardano stake pool with a focus on security and reliability, contributing to the decentralization of cardano",8648242326177,,1040369948,,9,22,644,8648242326177,22,9,1848913202,802506541,0.2,340000000,100000000,,2568.4933165126,2562.5797742703,2510.5583876276
pool10tcg3efecc706w98qs7j5jw84nxkcycseksp4mw64pjty26wr7f,,,,0,,0,,0,0,644,0,0,0,0,0,0.02,340000000,16451000000,,0.0000000000,0.0000000000,0.0000000000
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,Cardaspians,CASP,"Cardaspians is an application service provider for the Cardano eco system, providing reliable network and application services",8631852650929,,100002076047,,9,671,644,8631852650929,671,9,2379938918,272494497,0.03,170000000,100000000000,,2564.5971463652,2558.7022669979,2506.8450575265
pool10u90lv7ayyfdulnt004h2wg42yff22c8vjlnqjxv7pytypuaykv,,,,6192921948,,7442557,,0,2,644,6192921948,2,0,0,0,0.025,340000000,45000000000,,1.8392656521,1.8350309658,1.7977784621
pool10usr6ag036ujwhmm85km8w0skjn3fp3dwnktt8sje4lfvwhu40u,WALDOpools,WALDO,,2136948271,,2081122,,0,1,644,2136948271,1,0,0,0,0.019,345000000,66000000000,,0.6346625239,0.6332012902,0.6203468284
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,,,1000000,,1000000,,0,0,644,1000000,0,0,0,0,0.03,340000000,100025042945,,0.0002969948,0.0002963110,0.0002902957
pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,Pier Two,Pier2,"Enterprise-grade staking and network services for institutional clients. Non-custodial staking, secure node and validation services. Creating light and beam client for Ethereum, called Lantern. Made in Australia.",1475994327,,247639650,,0,3,644,1475994327,3,0,0,0,0.08,170000000,100000000,,0.4383629857,0.4373537114,0.4284751330
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,,,2915210,,2915210,,0,0,644,2915210,0,0,0,0,0.02,340000000,10000000000,,0.0008658022,0.0008638088,0.0008462728
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,4tun8,4TUN8,-receiving some unexpected good.,1216672604799,,204998658380,,1,21,644,1216672604799,21,1,0,294793119,0.01,340000000,200000000000,,361.5845353285,360.7544161532,353.4518640090
pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6,,,,4678355731,,700014847,,0,3,644,4678355731,3,0,0,0,0.01,340000000,330000000000,,1.3894505130,1.3862515031,1.3581098368
pool10ww24pk8znf747x6d0wcueajegrjwzpv8x9a4aar4t05s7uzf76,Stakinghouse,S10E,,2452995576,,2452995576,,0,1,644,2452995576,1,0,0,0,0.018,340000000,0,,0.7285269243,0.7268495791,0.7120939862
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,Binance Node - 22,BNP,Binance Staking Pool,66639295215,,29761651510,,0,7,644,66639295215,7,0,0,0,0.06,345000000,2000000,,19.7927861957,19.7472282910,19.3464557461
pool10xk8jp4m2cztf69x9gvg3j33x5drkrz2hulsjes29wktcfcxdls,,,,14276240864801,,35270282973,,18,4,644,14276240864801,4,18,4648846391,653991102,0.06,345000000,2000000,,4240.5467718611,4230.7891872854,4144.9517891375
pool10xmmn972gyza7nj8q4cyy0vrpn6kqzmdz2ut7ynnc8d0ycxlvw3,🧉  Mateada Club  🧉,MATE,"🇦🇷 Forja tu bóveda digital, para luego convertite en tu propio banco y desbloquear tu identidad auto-soberana. Explora nuestros talleres! 🇦🇷 🇬🇧 Forge a digital vault, to then become your own bank and unlock your self-sovereign id. Explore our worksops! 🇬🇧",344298643126,,136208554279,,0,15,644,344298643126,15,0,0,0,0.015,170000000,101000000000,,102.2875741966,102.0523953533,99.9835288366
pool10ya6hxrssmyhl560gqyalhqxudkgfjdlc0e4krww6wweyaeajs8,NKR ADA POOL,NKR,日本の本職エンジニアが運営するNKRプールです。3年のプール運営実績と5000ブロックの生成実績があります。安心してステーキングをお任せください！,29702642180265,,47007359428,,30,398,644,29702642180265,398,30,8260336695,438247851,0.01,340000000,40000000000,,8823.1332524468,8802.8350482815,8624.2718988574
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,X-StakePool,XSP,XSPではステークプール構築日本語マニュアル整備、日本SPOsギルド運営、PoolTool日本語翻訳担当などを通じて、コミュニティ活性化を積極的に取り組んでおります。長期的なプール運営にご協力のほどお願い致します。,25947752278328,,45362472214,,26,915,644,25947752278328,915,26,7037086239,623159588,0.037,340000000,20000000000,,7707.6985789562,7689.9660150200,7533.9727834010
pool120s8wucgh9dnshf3xkvffq30lcf4kta9uzf35s44eulezc8puwj,Reef Staking,REEF,Starting the first Delegator-Owned pool.  Earn shares of the pool by staking.  Reef Staking 100% focused on Helping Marine and Oceanic Causes. Join REEF for special rewards and help us do all we can to save the Reefs and Oceans,9802291,,9802291,,0,1,644,9802291,1,0,0,0,0.01,340000000,1000000,,0.0029112294,0.0029045267,0.0028455626
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,CryptoTuts [GER],CTUTS,Der CryptoTuts Cardano Pool.,67456466,,2618002,,0,2,644,67456466,2,0,0,0,0.02,340000000,500000000,,0.0200342196,0.0199880933,0.0195823200
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,,,26415603430,,54258533,,0,3,644,26415603430,3,0,0,0,0.05,340000000,1000000,,7.8452984324,7.8272355975,7.6683369743
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,Pale Blue Dot pool,PBDOT,"100% profits donated to organizations and people with a mission to elevate human society to a higher level of consciousness, coexistence, and civilization, and to those who give it their everything to preserve and cherish our only home, the pale blue dot.",3262347727,,3150651545,,0,3,644,3262347727,3,0,0,0,0.01,340000000,3100000000,,0.9689007071,0.9666699344,0.9470458435
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,,,,4079358398,,2149219284,,0,3,644,4079358398,3,0,0,0,0.01,345000000,1000000000,,1.2115529886,1.2087635818,1.1842251917
pool123gn9my6u32zea8l3uk889rjj2qf2tfagcz67q4v4r9ccjjtge7,SNY stake pool #1,SNY,Staking pool #1,3543776436,,497625746,,0,6,644,3543776436,6,0,0,0,0.15,345000000,100000000,,1.0524849067,1.0500617048,1.0287448159
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,Binance Node - 12,BNP,Binance Staking Pool,32121961703908,,30945794293,,38,12,644,32121961703908,12,38,10189054724,1005824428,0.06,345000000,2000000,,9541.1972568748,9519.2411946830,9326.0938806655
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,CardanoSHARP Stake Pool,SHARP,The CardanoSHARP Stake Pool - Support .NET Development on Cardano.,11058880161,,672752201,,0,31,644,11058880161,31,0,0,0,0.035,340000000,100000000000,,3.2844379030,3.2768759618,3.2103536224
pool12582dmkl7xanxlmfnwd4fepmx4tt5kkw327mmklcjdxngwaxvh2,Figment 16,FGMTF,Cardano Pool by Figment,1001983096233,,9820727,,1,3,644,1001983096233,3,1,112140772,182461306,0.1,170000000,2,,297.5837779633,296.8986273978,290.8713630244
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA Stake Pool,DOLCA,DOLCA Cardano Stake Pool from Czech Republic,713579760243,,75955070850,,1,65,644,713579760243,65,1,109037983,185617045,0.02,170000000,50000000000,,211.9851961473,211.4976817723,207.2090214809
